Tree name; Crown Height; Crown Diameter, Position X, Position Y, Leave Days
 Lagerstroemia indica ; 5.000000 ; 4.000000 ; 2503083.450000 ; 1119074.510000 ; 183 
 Taxus ×media 'Stricta Viridis' ; 8.000000 ; 1.000000 ; 2503303.410000 ; 1118795.450000 ; 365 
 Acer platanoides subsp. platanoides 'Schwedleri Ni ; 14.000000 ; 8.000000 ; 2503307.370000 ; 1118800.530000 ; 183 
 Acer platanoides subsp. platanoides 'Schwedleri Ni ; 14.000000 ; 8.000000 ; 2503313.660000 ; 1118803.360000 ; 183 
 Prunus mahaleb ; 2.000000 ; 3.000000 ; 2499061.140000 ; 1113786.700000 ; 183 
 Cornus mas ; 2.000000 ; 2.000000 ; 2499074.110000 ; 1113768.340000 ; 183 
 Prunus mahaleb ; 2.000000 ; 2.000000 ; 2499073.420000 ; 1113742.460000 ; 183 
 Cornus mas ; 2.000000 ; 2.000000 ; 2499066.960000 ; 1113732.620000 ; 183 
 Cercis canadensis ; 2.000000 ; 2.000000 ; 2499082.630000 ; 1113786.380000 ; 183 
 Betula pendula ; 22.000000 ; 7.000000 ; 2501154.520000 ; 1116053.780000 ; 183 
 Pinus nigra var. austriaca ; 23.000000 ; 5.000000 ; 2501552.500000 ; 1116161.030000 ; 365 
 Acer campestre ; 16.000000 ; 9.000000 ; 2502177.290000 ; 1116708.150000 ; 183 
 Acer platanoides ; 14.000000 ; 8.000000 ; 2502185.130000 ; 1116720.540000 ; 183 
 Acer platanoides ; 15.000000 ; 4.000000 ; 2502209.670000 ; 1116756.830000 ; 183 
 Acer platanoides ; 16.000000 ; 5.000000 ; 2502210.410000 ; 1116756.950000 ; 183 
 Acer platanoides ; 16.000000 ; 10.000000 ; 2502215.210000 ; 1116764.990000 ; 183 
 Acer campestre ; 7.000000 ; 4.000000 ; 2502217.250000 ; 1116769.480000 ; 183 
 Aesculus hippocastanum ; 18.000000 ; 14.000000 ; 2500474.290000 ; 1117454.350000 ; 183 
 Acer platanoides ; 19.000000 ; 19.000000 ; 2500820.310000 ; 1117246.730000 ; 183 
 Platanus ×acerifolia ; 11.000000 ; 7.000000 ; 2500449.750000 ; 1116951.380000 ; 183 
 Magnolia grandiflora ; 18.000000 ; 9.000000 ; 2500361.630000 ; 1116969.210000 ; 183 
 Gleditsia ; 15.000000 ; 12.000000 ; 2500439.680000 ; 1117326.070000 ; 183 
 Quercus rubra ; 11.000000 ; 9.000000 ; 2502500.900000 ; 1117410.300000 ; 183 
 Buxus ; 16.021379 ; 10.397967 ; 2502491.510000 ; 1117397.730000 ; 183 
 Quercus ; 13.000000 ; 8.000000 ; 2502468.480000 ; 1117364.830000 ; 183 
 Quercus ; 14.000000 ; 10.000000 ; 2502450.150000 ; 1117339.140000 ; 183 
 Quercus ; 15.000000 ; 9.000000 ; 2502435.980000 ; 1117319.700000 ; 183 
 Acer platanoides ; 18.000000 ; 10.000000 ; 2502145.810000 ; 1117873.910000 ; 183 
 Thuja ; 4.200000 ; 4.000000 ; 2502260.990000 ; 1117365.450000 ; 365 
 Taxus ; 16.021379 ; 10.397967 ; 2502270.660000 ; 1117381.370000 ; 365 
 Acer pseudoplatanus var. pseudoplatanus ; 17.000000 ; 8.000000 ; 2501538.850000 ; 1117848.050000 ; 183 
 Acer pseudoplatanus var. pseudoplatanus ; 13.000000 ; 6.000000 ; 2501555.580000 ; 1117870.300000 ; 183 
 Sequoiadendron giganteum ; 25.000000 ; 8.000000 ; 2501500.590000 ; 1117819.740000 ; 365 
 Acer platanoides ; 9.000000 ; 8.000000 ; 2500364.730000 ; 1116834.540000 ; 183 
